Chapter,Pattern,Page,Type,Kanji,Kana,Meaning
2,27,51,Example,あそこに大きい池があります。,あそこにおおきいいけがあります。,There is a big pond over there.
2,27,51,Example,駅の前にバス停がある。,えきのまえにバスていがある。,There is a bus stop in front of the station.
2,27,52,Example,入り口のそばに案内人が二人います。,いりぐちのそばにあんないにんがふたりいます。,There are two guides near the entrance.
2,27,52,Example,この通りに映画館がある。次の通りにもある。,このとおりにえいがかんがある。つぎのとおりにもある。,There is a movie theater on this street. There is also one one the next street.
2,27,52,Example,３階には、コーヒーショップがあります。,さんがいには、コーヒーショップがあります。,"On the third floor, there is a coffee shop."
2,27,52,Practice,川の向こうに工場がある/あります。,かわのむこうにこうじょうがある/あります。,There is a factory beyond the river.
2,27,53,Practice,キャビネットの横にコピー機がある/あります。,キャビネットのよこにコピーきがある/あります。,There is a copier beside the cabinet.
2,27,53,Practice,あそこに人が大勢いる/います。,あそこにひとがおおぜいいる/います。,There are many people over there.
2,27,53,Practice,この池（の中）には、色々な魚がいる/います。,このいけ（のなか）には、いろいろなさかながいる/います。,"In this pond, there are various fish."
2,28,53,Pattern,机の上に何がありますか。,つくえのうえになにがありますか。,What is on the desk?
2,28,53,Pattern,応接室にだれがいますか。,おうせつしつにだれがいますか。,Who is in the reception room?
2,28,53,Example,この引き出しの中に何がありますか。ノートや鉛筆や消しゴムがあります。,このひきだしのなかになにがありますか。ノートやえんぴつやけしごむがあります。,"What is in this drawer? There are notebooks, pencils, erasers, and other things."
2,28,54,Example,隣の部屋にだれがいますか。部長と秘書がいます。,となりのへやにだれがいますか。ぶちょうとひしょがいます。,Who is in the next room? The department head and the secretary are.
2,28,54,Practice,冷蔵庫の中に何がありますか。ビールやジュースがあります。,れいぞうこのなかになにがありますか。ビールやジュースがあります。,"What is in the refrigerator? Beer, juice, and other things."
2,28,55,Practice,橋の上にだれがいますか。女の人と子供がいます。,はしのうえにだれがいますか。おんなのひととこどもがいます。,Who is on the bridge? A woman and some children are.
2,28,55,Practice,スーパーの近くに何がありますか。ガソリンスタンドがあります。,スーパーのちかくになにがありますか。ガソリンスタンドがあります。,What is near the supermarket? A gas station is.
2,29,55,Pattern,本は何冊ありますか。,ほんはなんさつありますか。,How many books are there?
2,29,55,Pattern,留学生は何人いますか。,りゅうがくせいはなんにんいますか。,How many foreign students are there?
2,29,56,Example,駐車場に車が何台ありますか。１０台あります。,ちゅうしゃじょうにくるまがなんだいありますか。じゅうだいあります。,How many cars are there in the parking lot? There are ten.
2,29,56,Example,水槽の中に魚が何匹いますか。赤い魚が２匹と青い魚が３匹います。,すいそうのなかにさかながなんびきいますか。あかいさかながにひきとあおいさかながさんびきいます。,How many fish are there in the water tank? There are two red ones and three blue ones.
2,29,56,Example,かごの中にりんごがいくつありますか。５つあります。,かごのなかにりんごがいくつありますか。いつつあります。,How many apples are there in the basket? There are five.
2,29,57,Practice,この箱の中に靴が何足ありますか。２足あります。,このはこのなかにくつがなんぞくありますか。にそくあります。,How many pairs of shoes are there in this box? There are two pairs.
2,29,57,Practice,あなたのクラスに学生が何人いますか。男の学生が２人と女の学生が５人います。,あなたのクラスにがくせいがなんにんいますか。おとこのがくせいがふたりとおんなのがくせいがごにんいます。,How many students are in your class? There are two male students and five female students.
2,29,57,Practice,テーブルの上に茶碗がいくつありますか。３つあります。,テーブルのうえにちゃわんがいくつありますか。みっつあります。,How many teacups are on the table? There are three.
2,30,58,Pattern,何かありますか。いいえ、何もありません。,なにかありますか。いいえ、なにもありません。,"Is anything there? No, there is nothing."
2,30,58,Pattern,だれかいますか。いいえ、だれもいません。,だれかいますか。いいえ、だれもいません。,"Is anybody there? No, there is nobody."
2,30,58,Example,棚の上に何かありますか。ええ、丸い箱があります。,たなのうえになにかありますか。ええ、まるいはこがあります。,"Is there anything on the shelf? Yes, there is a round box."
2,30,59,Example,講堂にだれかいましたか。いいえ、だれもいませんでした。,こうどうにだれかいましたか。いいえ、だれもいませんでした。,"Was there anybody in the auditorium? No, there wasn't anyone."
2,30,59,Example,その島に何か珍しい植物がありましたか。はい、熱帯植物がたくさんありました。,そのしまになにかめずらしいしょくぶつがありましたか。はい、ねったいしょくぶつがたくさんありました。,"Were there any rare plants on that island? Yes, there were many tropical plants."
2,30,60,Practice,庭にだれかいますか。はい、植木屋さんと男の子がいます。,にわにだれかいますか。はい、うえきやさんとおとこのこがいます。,"Is there anyone in the garden? Yes, a gardener and a boy are."
2,30,60,Practice,キャビネットの後ろに何かありますか。はい、机が２つあります。,キャビネットのうしろになにかありますか。はい、つくえがふたつあります。,"Is there anything behind the cabinet? Yes, there are two desks."
2,30,60,Practice,何かおもしろいテレビ番組がありましたか。いいえ、何もありませんでした。,なにかおもしろいテレビばんぐみがありましたか。いいえ、なにもありませんでした。,"Were there any interesting TV programs? No, there were none."
